code,raw_gold,runtime_fallback_needed,quality_score,similarity_risk,gsc_impressions,gsc_clicks,recommended_action
P2075,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2076,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2077,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2078,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2079,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2080,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2081,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2082,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2083,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2084,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2085,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2086,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2087,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2088,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2089,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2090,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2091,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2092,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2093,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2094,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2095,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2096,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2097,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2098,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2099,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2100,yes,no,82,low,0,0,Use as gold code hub source.
P2101,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2102,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2103,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2104,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2105,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2106,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2107,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2108,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2109,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2110,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2111,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2112,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2113,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2114,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2115,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2116,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2117,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2118,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2119,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2120,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2121,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2122,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2123,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2124,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2125,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2126,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2127,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2128,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2129,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2130,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2131,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2132,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2133,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2134,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2135,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2136,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2137,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2138,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2139,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2140,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2141,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2142,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2143,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2144,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2145,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2146,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2147,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2148,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2149,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2150,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2151,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2152,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2153,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2154,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2155,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2156,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2157,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2158,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2159,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2160,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2161,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2162,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2163,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2164,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2165,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2166,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2167,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2168,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2169,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2170,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2171,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2172,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2173,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2174,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2175,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2176,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2177,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2178,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2179,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2180,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2181,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2182,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2183,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2184,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2185,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2186,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2187,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2188,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2189,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2190,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2191,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2192,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2193,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2194,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2195,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2196,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2197,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2198,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2199,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2200,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2201,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2202,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2203,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2204,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2205,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2206,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2207,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2208,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2209,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2210,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2211,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2212,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2213,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2214,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2215,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2216,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2217,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2218,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2219,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2220,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2221,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2222,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2223,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2224,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2225,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2226,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2227,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2228,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2229,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2230,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2231,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2232,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2233,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2234,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2235,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2236,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2237,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2238,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2239,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2240,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2241,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2242,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2243,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2244,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2245,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2246,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2247,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2248,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2249,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2250,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2251,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2252,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2253,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2254,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2255,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2256,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2257,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2258,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2259,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2260,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2261,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2262,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2263,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2264,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2265,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2266,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2267,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2268,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2269,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2270,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2271,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2272,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2273,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2274,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2275,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2276,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2277,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2278,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2279,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2280,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2281,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2282,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2283,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2284,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2285,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2286,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2287,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2288,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2289,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2290,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2291,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2292,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2293,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2294,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2295,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2296,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2297,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2298,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2299,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2300,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2301,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2302,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2303,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2304,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2305,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2306,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2307,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2308,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2309,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2310,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2311,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2312,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2313,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2314,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2315,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2316,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2317,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2318,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2319,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2320,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2321,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2322,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2323,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2324,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2325,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2326,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2327,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2328,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2329,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2330,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2331,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2332,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2333,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2334,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2335,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2336,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2337,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2338,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2339,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2340,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2341,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2342,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2343,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2344,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2345,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2346,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2347,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2348,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2349,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2350,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2351,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2352,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2353,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2354,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2355,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2356,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2357,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2358,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2359,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2360,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2361,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2362,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2363,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2364,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2365,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2366,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2367,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2368,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2369,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2370,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2371,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2372,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2373,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2374,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2375,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2376,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2377,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2378,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2379,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2380,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2381,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2382,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2383,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2384,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2385,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2386,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2387,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2388,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2389,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2390,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2391,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2392,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2393,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2394,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2395,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2396,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2397,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2398,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2399,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2400,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2401,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2402,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2403,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2404,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2405,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2406,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2407,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2408,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2409,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2410,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2411,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2412,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2413,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2414,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2415,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2416,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2417,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2418,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2419,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2420,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2421,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2422,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2423,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2424,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2425,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2426,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2427,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2428,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2429,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2430,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2431,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2432,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2433,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2434,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2435,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2436,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2437,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2438,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2439,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2440,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2441,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
